experiment_id,timestamp,host,in_num,in_unit,out_num,out_unit,in_pac_num,in_pac_unit,out_pac_num,out_pac_unit
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366980,s1-eth5,0.03,Mb/s,1.18,Mb/s,50.0,p/s,57.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366980,s1-eth6,0.01,Mb/s,0.48,Mb/s,24.0,p/s,34.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366981,total,1.87,Mb/s,1.79,Mb/s,195.0,p/s,188.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366981,ens4,0.01,Mb/s,0.02,Mb/s,21.0,p/s,21.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366981,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366981,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366981,s1-eth1,0.01,Mb/s,0.00,Mb/s,1.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366981,s1-eth2,0.61,Mb/s,0.01,Mb/s,39.0,p/s,25.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366981,s1-eth3,1.19,Mb/s,0.03,Mb/s,59.0,p/s,48.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366981,s1-eth4,0.00,Mb/s,0.01,Mb/s,1.0,p/s,1.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366981,s1-eth5,0.01,Mb/s,0.60,Mb/s,26.0,p/s,38.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366981,s1-eth6,0.03,Mb/s,1.12,Mb/s,48.0,p/s,55.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366982,total,2.84,Mb/s,2.75,Mb/s,273.0,p/s,269.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366982,ens4,0.02,Mb/s,0.02,Mb/s,22.0,p/s,23.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366982,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366982,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366982,s1-eth1,0.79,Mb/s,0.02,Mb/s,42.0,p/s,34.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366982,s1-eth2,0.90,Mb/s,0.02,Mb/s,42.0,p/s,32.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366982,s1-eth3,1.07,Mb/s,0.02,Mb/s,57.0,p/s,41.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366982,s1-eth4,0.02,Mb/s,0.69,Mb/s,34.0,p/s,38.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366982,s1-eth5,0.02,Mb/s,0.93,Mb/s,35.0,p/s,44.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366982,s1-eth6,0.02,Mb/s,1.05,Mb/s,41.0,p/s,57.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366983,total,5.37,Mb/s,5.35,Mb/s,487.0,p/s,484.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366983,ens4,0.01,Mb/s,0.02,Mb/s,19.0,p/s,19.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366983,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366983,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366983,s1-eth1,2.53,Mb/s,0.05,Mb/s,113.0,p/s,99.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366983,s1-eth2,1.56,Mb/s,0.03,Mb/s,78.0,p/s,63.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366983,s1-eth3,1.16,Mb/s,0.03,Mb/s,61.0,p/s,47.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366983,s1-eth4,0.06,Mb/s,2.59,Mb/s,103.0,p/s,116.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366983,s1-eth5,0.03,Mb/s,1.50,Mb/s,63.0,p/s,77.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366983,s1-eth6,0.03,Mb/s,1.13,Mb/s,50.0,p/s,63.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366984,total,4.45,Mb/s,4.40,Mb/s,416.0,p/s,429.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366984,ens4,0.06,Mb/s,0.03,Mb/s,28.0,p/s,30.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366984,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366984,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366984,s1-eth1,1.94,Mb/s,0.04,Mb/s,92.0,p/s,76.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366984,s1-eth2,0.94,Mb/s,0.03,Mb/s,49.0,p/s,46.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366984,s1-eth3,1.42,Mb/s,0.03,Mb/s,70.0,p/s,59.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366984,s1-eth4,0.04,Mb/s,1.94,Mb/s,78.0,p/s,96.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366984,s1-eth5,0.02,Mb/s,0.98,Mb/s,43.0,p/s,53.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366984,s1-eth6,0.03,Mb/s,1.36,Mb/s,56.0,p/s,69.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366985,total,3.49,Mb/s,3.33,Mb/s,339.0,p/s,333.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366985,ens4,0.06,Mb/s,0.02,Mb/s,25.0,p/s,29.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366985,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366985,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366985,s1-eth1,1.40,Mb/s,0.03,Mb/s,68.0,p/s,56.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366985,s1-eth2,1.05,Mb/s,0.02,Mb/s,58.0,p/s,42.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366985,s1-eth3,0.91,Mb/s,0.02,Mb/s,48.0,p/s,40.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366985,s1-eth4,0.03,Mb/s,1.34,Mb/s,55.0,p/s,65.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366985,s1-eth5,0.02,Mb/s,0.97,Mb/s,43.0,p/s,53.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366985,s1-eth6,0.02,Mb/s,0.92,Mb/s,42.0,p/s,48.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366986,total,3.26,Mb/s,4.88,Mb/s,323.0,p/s,803.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366986,ens4,0.02,Mb/s,1.74,Mb/s,17.0,p/s,507.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366986,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366986,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366986,s1-eth1,0.71,Mb/s,0.02,Mb/s,42.0,p/s,33.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366986,s1-eth2,1.45,Mb/s,0.03,Mb/s,70.0,p/s,58.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366986,s1-eth3,1.01,Mb/s,0.02,Mb/s,54.0,p/s,43.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366986,s1-eth4,0.02,Mb/s,0.71,Mb/s,36.0,p/s,42.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366986,s1-eth5,0.03,Mb/s,1.40,Mb/s,60.0,p/s,69.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366986,s1-eth6,0.02,Mb/s,0.95,Mb/s,44.0,p/s,51.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366987,total,4.30,Mb/s,4.26,Mb/s,386.0,p/s,385.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366987,ens4,0.01,Mb/s,0.02,Mb/s,11.0,p/s,14.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366987,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366987,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366987,s1-eth1,1.82,Mb/s,0.04,Mb/s,85.0,p/s,72.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366987,s1-eth2,1.25,Mb/s,0.03,Mb/s,62.0,p/s,52.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366987,s1-eth3,1.13,Mb/s,0.02,Mb/s,57.0,p/s,46.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366987,s1-eth4,0.04,Mb/s,1.75,Mb/s,72.0,p/s,81.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366987,s1-eth5,0.03,Mb/s,1.30,Mb/s,53.0,p/s,64.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366987,s1-eth6,0.02,Mb/s,1.11,Mb/s,46.0,p/s,56.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366988,total,4.10,Mb/s,3.95,Mb/s,373.0,p/s,360.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366988,ens4,0.01,Mb/s,0.02,Mb/s,16.0,p/s,15.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366988,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366988,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366988,s1-eth1,0.86,Mb/s,0.02,Mb/s,46.0,p/s,35.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366988,s1-eth2,1.24,Mb/s,0.03,Mb/s,64.0,p/s,48.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366988,s1-eth3,1.90,Mb/s,0.04,Mb/s,89.0,p/s,69.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366988,s1-eth4,0.02,Mb/s,0.79,Mb/s,36.0,p/s,43.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366988,s1-eth5,0.03,Mb/s,1.21,Mb/s,50.0,p/s,63.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366988,s1-eth6,0.04,Mb/s,1.85,Mb/s,72.0,p/s,87.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366989,total,3.47,Mb/s,3.31,Mb/s,309.0,p/s,298.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366989,ens4,0.01,Mb/s,0.01,Mb/s,15.0,p/s,16.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366989,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366989,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366989,s1-eth1,0.78,Mb/s,0.02,Mb/s,36.0,p/s,30.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366989,s1-eth2,1.46,Mb/s,0.03,Mb/s,69.0,p/s,52.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366989,s1-eth3,1.14,Mb/s,0.02,Mb/s,61.0,p/s,43.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366989,s1-eth4,0.02,Mb/s,0.74,Mb/s,31.0,p/s,34.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366989,s1-eth5,0.03,Mb/s,1.43,Mb/s,55.0,p/s,67.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366989,s1-eth6,0.02,Mb/s,1.06,Mb/s,42.0,p/s,56.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366990,total,3.62,Mb/s,5.28,Mb/s,349.0,p/s,837.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366990,ens4,0.06,Mb/s,1.77,Mb/s,28.0,p/s,522.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366990,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366990,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366990,s1-eth1,1.12,Mb/s,0.03,Mb/s,58.0,p/s,49.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366990,s1-eth2,0.95,Mb/s,0.02,Mb/s,49.0,p/s,39.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366990,s1-eth3,1.41,Mb/s,0.03,Mb/s,66.0,p/s,55.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366990,s1-eth4,0.03,Mb/s,1.10,Mb/s,52.0,p/s,57.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366990,s1-eth5,0.02,Mb/s,0.94,Mb/s,40.0,p/s,49.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366990,s1-eth6,0.03,Mb/s,1.39,Mb/s,56.0,p/s,66.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366991,total,3.20,Mb/s,3.10,Mb/s,319.0,p/s,315.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366991,ens4,0.02,Mb/s,0.02,Mb/s,22.0,p/s,27.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366991,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366991,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366991,s1-eth1,1.28,Mb/s,0.03,Mb/s,63.0,p/s,47.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366991,s1-eth2,0.78,Mb/s,0.02,Mb/s,42.0,p/s,36.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366991,s1-eth3,1.05,Mb/s,0.03,Mb/s,59.0,p/s,47.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366991,s1-eth4,0.03,Mb/s,1.20,Mb/s,49.0,p/s,59.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366991,s1-eth5,0.02,Mb/s,0.78,Mb/s,37.0,p/s,42.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366991,s1-eth6,0.03,Mb/s,1.03,Mb/s,47.0,p/s,57.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366992,total,4.34,Mb/s,4.19,Mb/s,397.0,p/s,377.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366992,ens4,0.02,Mb/s,0.02,Mb/s,21.0,p/s,20.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366992,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366992,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366992,s1-eth1,1.46,Mb/s,0.03,Mb/s,70.0,p/s,55.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366992,s1-eth2,1.23,Mb/s,0.03,Mb/s,64.0,p/s,46.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366992,s1-eth3,1.54,Mb/s,0.03,Mb/s,72.0,p/s,58.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366992,s1-eth4,0.03,Mb/s,1.41,Mb/s,56.0,p/s,68.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366992,s1-eth5,0.03,Mb/s,1.14,Mb/s,50.0,p/s,59.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366992,s1-eth6,0.03,Mb/s,1.52,Mb/s,64.0,p/s,71.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366993,total,4.75,Mb/s,4.60,Mb/s,425.0,p/s,418.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366993,ens4,0.01,Mb/s,0.02,Mb/s,18.0,p/s,19.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366993,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366993,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366993,s1-eth1,2.29,Mb/s,0.05,Mb/s,103.0,p/s,91.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366993,s1-eth2,1.19,Mb/s,0.03,Mb/s,60.0,p/s,47.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366993,s1-eth3,1.16,Mb/s,0.03,Mb/s,60.0,p/s,45.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366993,s1-eth4,0.05,Mb/s,2.20,Mb/s,92.0,p/s,99.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366993,s1-eth5,0.02,Mb/s,1.19,Mb/s,46.0,p/s,60.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366993,s1-eth6,0.03,Mb/s,1.10,Mb/s,46.0,p/s,57.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366994,total,4.66,Mb/s,4.44,Mb/s,411.0,p/s,397.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366994,ens4,0.01,Mb/s,0.02,Mb/s,17.0,p/s,16.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366994,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366994,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366994,s1-eth1,1.84,Mb/s,0.04,Mb/s,83.0,p/s,72.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366994,s1-eth2,1.93,Mb/s,0.04,Mb/s,87.0,p/s,71.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366994,s1-eth3,0.78,Mb/s,0.02,Mb/s,47.0,p/s,31.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366994,s1-eth4,0.04,Mb/s,1.86,Mb/s,75.0,p/s,84.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366994,s1-eth5,0.04,Mb/s,1.79,Mb/s,72.0,p/s,81.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366994,s1-eth6,0.02,Mb/s,0.67,Mb/s,30.0,p/s,42.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366995,total,3.05,Mb/s,2.95,Mb/s,304.0,p/s,296.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366995,ens4,0.01,Mb/s,0.02,Mb/s,17.0,p/s,17.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366995,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366995,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366995,s1-eth1,1.29,Mb/s,0.03,Mb/s,65.0,p/s,53.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366995,s1-eth2,1.01,Mb/s,0.02,Mb/s,54.0,p/s,41.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366995,s1-eth3,0.67,Mb/s,0.02,Mb/s,44.0,p/s,29.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366995,s1-eth4,0.03,Mb/s,1.23,Mb/s,52.0,p/s,62.0,p/s
2022-03-27-07-42-50_cubic_3hosts_dealy=10ms_loss=3_bw=10_duration=30,1648366995,s1-eth5,0.02,Mb/s,0.99,Mb/s,42.0,p/s,52.0,p/s
